tile_id,patch_row,patch_col,tile_center_lat,tile_center_lon,ndvi,ndbi,albedo,lst_c
0,0,0,49.5805497664391,6.1843794151891425,0.5458050688618314,-0.13264049527893246,0.1321994779296875,34.23371007347659
0,0,1,49.5805497664391,6.1843794151891425,0.6053584394353917,-0.16266740127791768,0.1436327607421875,33.698542938125016
0,0,2,49.5805497664391,6.1843794151891425,0.44848360776493523,0.01594227458462841,0.16389616035156251,35.3901824536719
0,0,3,49.5805497664391,6.1843794151891425,0.5604488611821701,-0.1340819971745114,0.155191384765625,31.83419327527346
0,0,4,49.5805497664391,6.1843794151891425,0.5484055751925975,-0.10002119853249229,0.15489905507812501,30.857767768906267
0,0,5,49.5805497664391,6.1843794151891425,0.7552591186287574,-0.31178559943149053,0.15954540703125,27.01175425285158
0,0,6,49.5805497664391,6.1843794151891425,0.8550511806415164,-0.3764178324980369,0.1729817421875,25.906131595976582
0,0,7,49.5805497664391,6.1843794151891425,0.8257973290481441,-0.36116860406565665,0.15937555019531252,26.599382156328144
0,0,8,49.5805497664391,6.1843794151891425,0.6501344417261675,-0.19419487413017608,0.16764172304687502,31.689935474140643
0,0,9,49.5805497664391,6.1843794151891425,0.5248199781111808,-0.11431280168421865,0.175463022265625,34.102009490351584
0,0,10,49.5805497664391,6.1843794151891425,0.844274626730726,-0.31182709676271736,0.1486303427734375,26.574848516679708
0,0,11,49.5805497664391,6.1843794151891425,0.8606826812048155,-0.36133484558809303,0.1636821775390625,26.614002202812518
0,0,12,49.5805497664391,6.1843794151891425,0.820565235491401,-0.2993952136186694,0.15564749863281252,28.049103295390644
0,0,13,49.5805497664391,6.1843794151891425,0.7488237918547483,-0.24126667539333432,0.1563496193359375,28.844533961445332
0,1,0,49.5805497664391,6.1843794151891425,0.6223747324251048,-0.19577746078028482,0.136071030859375,34.22348271675783
0,1,1,49.5805497664391,6.1843794151891425,0.6660405473456061,-0.19022157748253088,0.140285329296875,31.180263296562515
0,1,2,49.5805497664391,6.1843794151891425,0.5319377457793121,-0.11128038333287192,0.154186122265625,33.83411549703126
0,1,3,49.5805497664391,6.1843794151891425,0.6778546340378506,-0.2274240122182416,0.1615969974609375,28.79236910152346
